Identification,,Title #1 (main title),,,,,,,Title #2,,,,,,,,#2,Title #3,,,,,,,,#3,Name #1,,,,role for name #1,,,,Name #2,,,,role for name #2,,,,,#2,Name #3,,,,role for name #3,,,,#3,Name #4,,,,role for name #4,,,,#4,Name #5,,,,role for name #5,,,,#5,Type of Resource #1,,Type of Resource #2,#2,Type of Resource #3,#3,Genre #1,,,,Genre #2,,,,#2,Genre #3,,,,#3,Origin (dates),,,,,,,,"Origin (publisher, place)",,,,,Language #1,,,,Language #2,,,,#2,Language #3,,,,#3,Physical Description,,,,,Abstract,,Table of contents,,Note #1,,,Note #2,,,#2,Note #3,,,#3,Note #4,,,#4,Note #5,,,#5,"Subject, name #1",(part 1),,,,,(part 2),,,,(part 3),,,,"Subject, name #2",(part 1),,,,,(part 2),,,,(part 3),,,,#2,"Subject, name #3",(part 1),,,,,(part 2),,,,(part 3),,,,#3,"Subject, name #4",(part 1),,,,,(part 2),,,,(part 3),,,,#4,"Subject, name #5",(part 1),,,,,(part 2),,,,(part 3),,,,#5,"Subject, other #1",(part 1),,,,(part 2),,,,(part 3),,,,"Subject, other #2",(part 1),,,,(part 2),,,,(part 3),,,,#2,"Subject, other #3",(part 1),,,,(part 2),,,,(part 3),,,,#3,"Subject, other #4",(part 1),,,,(part 2),,,,(part 3),,,,#4,"Subject, other #5",(part 1),,,,(part 2),,,,(part 3),,,,#5,"Subject, cartographics",,,"Location, repository",,,"Location, call number",Identifier #1,,,Identifier #2,,,#2,Identifier #3,,,#3,Identifier #4,,,#4,Identifier #5,,,#5,Related Item,,,,,,,,,,
,,uniform,translated,abbreviated,alternative,,,,,,,,,,,,,,,,,,,,,,personal,corporate,conference,family,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,topic,genre,geographic,temporal,,,,,,,,,, ,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,, ,topic,,,,,,,,,,,,,, ,,,,,,,,,,,,,,, ,,,,,,,,,,,,, ,,,,,,,,,,,,,, ,,,,,,,,,,,,,, ,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preceding,succeeding,original,host,constituent,series,otherVersion,otherFormat,isReferencedBy,references,reviewOf
druid,sourceId,ti1:nonSort,ti1:title,ti1:subTitle,ti1:partNumber,ti1:partName,ti1:authority,ti1:valueURI,ti2:type,ti2:nonSort,ti2:title,ti2:subTitle,ti2:partNumber,ti2:partName,ti2:authority,ti2:valueURI,,ti3:type,ti3:nonSort,ti3:title,ti3:subTitle,ti3:partNumber,ti3:partName,ti3:authority,ti3:valueURI,,na1:namePart,na1:type,na1:authority,na1:valueURI,ro1:roleCode,ro1:roleText,ro1:authority,ro1:valueURI,na2:namePart,na2:type,na2:authority,na2:valueURI,ro2:roleCode,ro2:roleText,ro2:authority,ro2:valueURI,ro2:valueURI,,na3:namePart,na3:type,na3:authority,na3:valueURI,ro3:roleCode,ro3:roleText,ro3:authority,ro3:valueURI,,na4:namePart,na4:type,na4:authority,na4:valueURI,ro4:roleCode,ro4:roleText,ro4:authority,ro4:valueURI,,na5:namePart,na5:type,na5:authority,na5:valueURI,ro5:roleCode,ro5:roleText,ro5:authority,ro5:valueURI,,ty1:typeOfResource,ty1:manuscript,ty2:typeOfResource,,ty3:typeOfResource,,ge1:genre,ge1:type,ge1:authority,ge1:valueURI,ge2:genre,ge2:type,ge2:authority,ge2:valueURI,,ge3:genre,ge3:type,ge3:authority,ge3:valueURI,,dt:dateCreated,dt:dateCreatedKeyDate,dt:dateCreatedPoint,dt:dateCreated2,dt:dateCreated2Point,dt:dateIssued2,dt:encoding,dt:qualifier,or:publisher,pl:placeCode,pl:placeText,pl:authority,pl:valueURI,la1:code,la1:text,la1:authority,la1:valueURI,la2:code,la2:text,la2:authority,la2:valueURI,,la3:code,la3:text,la3:authority,la3:valueURI,,ph1:form,ph1:extent,ph1:digitalOrigin,ph1:note,ph1:displayLabel,ab:abstract,ab:displayLabel,tc:tableOfContents,tc:displayLabel,no1:note,no1:type,no1:displayLabel,no2:note,no2:type,no2:displayLabel,,no3:note,no3:type,no3:displayLabel,,no4:note,no4:type,no4:displayLabel,,no5:note,no5:type,no5:displayLabel,,sn1:authority,sn1:p1:name,sn1:p1:nameType,sn1:p1:title,sn1:p1:authority,sn1:p1:valueURI,sn1:p2:type,sn1:p2:value,sn1:p2:authority,sn1:p2:valueURI,sn1:p3:type,sn1:p3:value,sn1:p3:authority,sn1:p3:valueURI,sn2:authority,sn2:p1:name,sn2:p1:nameType,sn2:p1:title,sn2:p1:authority,sn2:p1:valueURI,sn2:p2:type,sn2:p2:value,sn2:p2:authority,sn2:p2:valueURI,sn2:p3:type,sn2:p3:value,sn2:p3:authority,sn2:p3:valueURI,,sn3:authority,sn3:p1:name,sn3:p1:nameType,sn3:p1:title,sn3:p1:authority,sn3:p1:valueURI,sn3:p2:type,sn3:p2:value,sn3:p2:authority,sn3:p2:valueURI,sn3:p3:type,sn3:p3:value,sn3:p3:authority,sn3:p3:valueURI,,sn4:authority,sn4:p1:name,sn4:p1:nameType,sn4:p1:title,sn4:p1:authority,sn4:p1:valueURI,sn4:p2:type,sn4:p2:value,sn4:p2:authority,sn4:p2:valueURI,sn4:p3:type,sn4:p3:value,sn4:p3:authority,sn4:p3:valueURI,,sn5:authority,sn5:p1:name,sn5:p1:nameType,sn5:p1:title,sn5:p1:authority,sn5:p1:valueURI,sn5:p2:type,sn5:p2:value,sn5:p2:authority,sn5:p2:valueURI,sn5:p3:type,sn5:p3:value,sn5:p3:authority,sn5:p3:valueURI,,su1:authority,su1:p1:type,su1:p1:value,su1:p1:authority,su1:p1:valueURI,su1:p2:type,su1:p2:value,su1:p2:authority,su1:p2:valueURI,su1:p3:type,su1:p3:value,su1:p3:authority,su1:p3:valueURI,su2:authority,su2:p1:type,su2:p1:value,su2:p1:authority,su2:p1:valueURI,su2:p2:type,su2:p2:value,su2:p2:authority,su2:p2:valueURI,su2:p3:type,su2:p3:value,su2:p3:authority,su2:p3:valueURI,,su3:authority,su3:p1:type,su3:p1:value,su3:p1:authority,su3:p1:valueURI,su3:p2:type,su3:p2:value,su3:p2:authority,su3:p2:valueURI,su3:p3:type,su3:p3:value,su3:p3:authority,su3:p3:valueURI,,su4:authority,su4:p1:type,su4:p1:value,su4:p1:authority,su4:p1:valueURI,su4:p2:type,su4:p2:value,su4:p2:authority,su4:p2:valueURI,su4:p3:type,su4:p3:value,su4:p3:authority,su4:p3:valueURI,,su5:authority,su5:p1:type,su5:p1:value,su5:p1:authority,su5:p1:valueURI,su5:p2:type,su5:p2:value,su5:p2:authority,su5:p2:valueURI,su5:p3:type,su5:p3:value,su5:p3:authority,su5:p3:valueURI,,sc1:scale,sc1:coordinates,sc1:projection,lo:repository,lo:authority,lo:valueURI,lo:callNumber,id1:identifier,id1:type,id1:displayLabel,id2:identifier,id2:type,id2:displayLabel,,id3:identifier,id3:type,id3:displayLabel,,id4:identifier,id4:type,id4:displayLabel,,id5:identifier,id5:type,id5:displayLabel,,ri1:type,ri1:title,ri1:url,,,,,,,,
rz801sr0145,ars0056_b1_001,,"Dorothy Aspinwall Interview, April 19, 1984 1984-04-19",,,,,,,,,,,,,,,,,,,,,,,,"Aspinwall, Dorothy",personal,local,,,interviewee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sound recording-nonmusical,,,,,,,,,,,,,,,,,,,,4/19/84,yes,,,,,,,,,,,,eng,,,,,,,,,,,audiocassette,1 tape,,audiocassette,1 tape,reformatted digital,,,,,,,http://purl.stanford.edu/rz801sr0145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,topic,Women's International League for Peace and Freedom,lcsh,http://id.loc.gov/authorities/names/n50081271,,,,,,,,,,topic,Women and peace,lcsh,http://id.loc.gov/authorities/subjects/sh85147431,,,,,,,,,,,topic,Women pacifists,lcsh,http://id.loc.gov/authorities/subjects/sh94002517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stanford Archive of Recorded Sound,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wr220wy5895,ars0056_b1_002,,"Dorothy Aspinwall Interview, April 19, 1984 and April 27, 1984 1984-04-19 and 1984-04-27",,,,,,,,,,,,,,,,,,,,,,,,"Aspinwall, Dorothy",personal,local,,,interviewee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sound recording-nonmusical,,,,,,,,,,,,,,,,,,,,4/19/84,yes,start,4/27/84,end,,,,,,,,,eng,,,,,,,,,,,audiocassette,1 tape,,audiocassette,1 tape,reformatted digital,,,,,,,http://purl.stanford.edu/wr220wy5895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,topic,Women's International League for Peace and Freedom,lcsh,http://id.loc.gov/authorities/names/n50081271,,,,,,,,,,topic,Women and peace,lcsh,http://id.loc.gov/authorities/subjects/sh85147431,,,,,,,,,,,topic,Women pacifists,lcsh,http://id.loc.gov/authorities/subjects/sh94002517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stanford Archive of Recorded Sound,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wb322dr8480,ars0056_b1_003,,"Dorothy Aspinwall Interview, April 27, 1984 1984-04-27",,,,,,,,,,,,,,,,,,,,,,,,"Aspinwall, Dorothy",personal,local,,,interviewee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sound recording-nonmusical,,,,,,,,,,,,,,,,,,,,4/27/84,yes,,,,,,,,,,,,eng,,,,,,,,,,,audiocassette,1 tape,,audiocassette,1 tape,reformatted digital,,,,,,,http://purl.stanford.edu/wb322dr8480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,topic,Women's International League for Peace and Freedom,lcsh,http://id.loc.gov/authorities/names/n50081271,,,,,,,,,,topic,Women and peace,lcsh,http://id.loc.gov/authorities/subjects/sh85147431,,,,,,,,,,,topic,Women pacifists,lcsh,http://id.loc.gov/authorities/subjects/sh94002517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stanford Archive of Recorded Sound,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
my888qw1035,ars0056_b1_004,,"Dorothy Aspinwall Interview, May 4, 1984 and May 7, 1984 1984-05-04 and 1984-05-07",,,,,,,,,,,,,,,,,,,,,,,,"Aspinwall, Dorothy",personal,local,,,interviewee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sound recording-nonmusical,,,,,,,,,,,,,,,,,,,,5/4/84,yes,start,5/7/84,end,,,,,,,,,eng,,,,,,,,,,,audiocassette,1 tape,,audiocassette,1 tape,reformatted digital,,,,,,,http://purl.stanford.edu/my888qw1035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,topic,Women's International League for Peace and Freedom,lcsh,http://id.loc.gov/authorities/names/n50081271,,,,,,,,,,topic,Women and peace,lcsh,http://id.loc.gov/authorities/subjects/sh85147431,,,,,,,,,,,topic,Women pacifists,lcsh,http://id.loc.gov/authorities/subjects/sh94002517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stanford Archive of Recorded Sound,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jd348dm5686,ars0056_b1_005,,"Dorothy Aspinwall Interview, May 7, 1984 1984-05-07",,,,,,,,,,,,,,,,,,,,,,,,"Aspinwall, Dorothy",personal,local,,,interviewee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sound recording-nonmusical,,,,,,,,,,,,,,,,,,,,5/7/84,yes,,,,,,,,,,,,eng,,,,,,,,,,,audiocassette,1 tape,,audiocassette,1 tape,reformatted digital,,,,,,,http://purl.stanford.edu/jd348dm5686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,topic,Women's International League for Peace and Freedom,lcsh,http://id.loc.gov/authorities/names/n50081271,,,,,,,,,,topic,Women and peace,lcsh,http://id.loc.gov/authorities/subjects/sh85147431,,,,,,,,,,,topic,Women pacifists,lcsh,http://id.loc.gov/authorities/subjects/sh94002517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stanford Archive of Recorded Sound,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bf253yd4042,ars0056_b1_006,,"Dorothy Aspinwall Interview, May 23, 1984 and April 22, 1985 1984-05-23 and 1984-05-23",,,,,,,,,,,,,,,,,,,,,,,,"Aspinwall, Dorothy",personal,local,,,interviewee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sound recording-nonmusical,,,,,,,,,,,,,,,,,,,,5/23/84,yes,,,,,,,,,,,,eng,,,,,,,,,,,audiocassette,1 tape,,audiocassette,1 tape,reformatted digital,,,,,,,http://purl.stanford.edu/bf253yd4042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,topic,Women's International League for Peace and Freedom,lcsh,http://id.loc.gov/authorities/names/n50081271,,,,,,,,,,topic,Women and peace,lcsh,http://id.loc.gov/authorities/subjects/sh85147431,,,,,,,,,,,topic,Women pacifists,lcsh,http://id.loc.gov/authorities/subjects/sh94002517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stanford Archive of Recorded Sound,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ht530mn0579,ars0056_b1_007,,"Dorothy Aspinwall Interview, April 22, 1985 1985-04-22",,,,,,,,,,,,,,,,,,,,,,,,"Aspinwall, Dorothy",personal,local,,,interviewee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sound recording-nonmusical,,,,,,,,,,,,,,,,,,,,4/22/85,yes,,,,,,,,,,,,eng,,,,,,,,,,,audiocassette,1 tape,,audiocassette,1 tape,reformatted digital,,,,,,,http://purl.stanford.edu/ht530mn0579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,topic,Women's International League for Peace and Freedom,lcsh,http://id.loc.gov/authorities/names/n50081271,,,,,,,,,,topic,Women and peace,lcsh,http://id.loc.gov/authorities/subjects/sh85147431,,,,,,,,,,,topic,Women pacifists,lcsh,http://id.loc.gov/authorities/subjects/sh94002517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stanford Archive of Recorded Sound,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
by480nm0779,ars0056_b1_008,,"Florence R. Bird Interview, April 25, 1984 1984-05-25",,,,,,,,,,,,,,,,,,,,,,,,"Bird, Florence R.",personal,local,,,interviewee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sound recording-nonmusical,,,,,,,,,,,,,,,,,,,,5/25/84,yes,,,,,,,,,,,,eng,,,,,,,,,,,audiocassette,1 tape,,audiocassette,1 tape,reformatted digital,,,,,,,http://purl.stanford.edu/by480nm0779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,topic,Women's International League for Peace and Freedom,lcsh,http://id.loc.gov/authorities/names/n50081271,,,,,,,,,,topic,Women and peace,lcsh,http://id.loc.gov/authorities/subjects/sh85147431,,,,,,,,,,,topic,Women pacifists,lcsh,http://id.loc.gov/authorities/subjects/sh94002517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stanford Archive of Recorded Sound,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
